kpi_tags,kpi_name,kpi_id,kpi_category
"new store,  openings,  company operated,  stores,  china,  fullassortment, vsco, victoria`s secret & co, apparel retailers",New Store Openings - Company-Operated Stores in Greater China - Full Assortment ,215,New Store Openings
"new store,  openings,  company operated,  stores,  us, vsco, victoria`s secret & co, apparel retailers",New Store Openings - Company-Operated Stores in U.S.,216,New Store Openings
"new store,  openings,  partner operated,  stores,  beauty,  accessories, vsco, victoria`s secret & co, apparel retailers",New Store Openings - Partner-Operated Stores - Beauty & Accessories,217,New Store Openings
"new store,  openings,  partner operated,  stores,  fullassortment, vsco, victoria`s secret & co, apparel retailers",New Store Openings - Partner-Operated Stores - Full Assortment,218,New Store Openings
"stores,  company operated,  stores,  china,  beauty,  accessories, vsco, victoria`s secret & co, apparel retailers",Number of Stores - Company-Operated Stores in  Greater China - Beauty & Accessories ,219,Number of Stores
"stores,  company operated,  stores,  canada, vsco, victoria`s secret & co, apparel retailers",Number of Stores - Company-Operated Stores in Canada ,220,Number of Stores
"stores,  company operated,  stores,  china,  fullassortment, vsco, victoria`s secret & co, apparel retailers",Number of Stores - Company-Operated Stores in Greater China - Full Assortment ,221,Number of Stores
"stores,  company operated,  stores,  us, vsco, victoria`s secret & co, apparel retailers",Number of Stores - Company-Operated Stores in U.S.,222,Number of Stores
"stores,  partner operated,  stores,  beauty,  accessories, vsco, victoria`s secret & co, apparel retailers",Number of Stores - Partner-Operated Stores - Beauty & Accessories,223,Number of Stores
"stores,  partner operated,  stores,  fullassortment, vsco, victoria`s secret & co, apparel retailers",Number of Stores - Partner-Operated Stores - Full Assortment,224,Number of Stores
"stores,  beauty,  accessories, vsco, victoria`s secret & co, apparel retailers",Partner-Operated Stores - Beauty & Accessories ,225,Partner-Operated Stores
"stores,  fullassortment, vsco, victoria`s secret & co, apparel retailers",Partner-Operated Stores - Full Assortment,226,Partner-Operated Stores
"sales,  selling,  squarefoot,  company operated,  stores,  sales,  selling, , vsco, victoria`s secret & co, apparel retailers",Sales per Average Selling Square Foot - Company-Operated Stores- Sales per Average Selling Square Foot,227,Sales per Average Selling Square Foot
"sales,  average,  store,  company operated,  stores,  sales,  average, , vsco, victoria`s secret & co, apparel retailers",Sales per Average Store - Company-Operated Stores - Sales per Average Store,228,Sales per Average Store
"segment,  revenue,  directrevenue, vsco, victoria`s secret & co, apparel retailers",Segment Revenue - Direct Revenue,229,Segment Revenue
"segment,  revenue,  international,  revenue, vsco, victoria`s secret & co, apparel retailers",Segment Revenue - International Revenue,230,Segment Revenue
"segment,  revenue,  revenuefrom,  stores,  northamerica, vsco, victoria`s secret & co, apparel retailers",Segment Revenue - Revenue from Stores of North America,231,Segment Revenue
"storeclosures,  company operated,  stores,  china,  beauty,  accessories, vsco, victoria`s secret & co, apparel retailers",Store Closures - Company-Operated Stores in  Greater China - Beauty & Accessories,232,Store Closures
"storeclosures,  company operated,  stores,  canada, vsco, victoria`s secret & co, apparel retailers",Store Closures - Company-Operated Stores in Canada ,233,Store Closures
"storeclosures,  company operated,  stores,  china,  fullassortment, vsco, victoria`s secret & co, apparel retailers",Store Closures - Company-Operated Stores in Greater China - Full Assortment ,234,Store Closures
"storeclosures,  company operated,  stores,  us, vsco, victoria`s secret & co, apparel retailers",Store Closures - Company-Operated Stores in U.S.,235,Store Closures
"storeclosures,  partner operated,  stores,  beauty,  accessories, vsco, victoria`s secret & co, apparel retailers",Store Closures - Partner-Operated Stores - Beauty & Accessories,236,Store Closures
"storeclosures,  partner operated,  stores,  fullassortment, vsco, victoria`s secret & co, apparel retailers",Store Closures - Partner-Operated Stores - Full Assortment,237,Store Closures
"revenue,  australia, zumz, zumiez , apparel retailers",Revenue by geographic region - Australia,238,Revenue by geographic region
"revenue,  canada, zumz, zumiez , apparel retailers",Revenue by geographic region - Canada,239,Revenue by geographic region
"revenue,  europe, zumz, zumiez , apparel retailers",Revenue by geographic region - Europe,240,Revenue by geographic region
"revenue,  unitedstates, zumz, zumiez , apparel retailers",Revenue by geographic region - United States,241,Revenue by geographic region
"segment,  net sales,  accessories,  chemicalssales, aap, advance auto parts, automotive retailers",Segment Net Sales - Accessories and chemicals Sales,242,Segment Net Sales
"segment,  net sales,  accessoriessales, aap, advance auto parts, automotive retailers",Segment Net Sales - Accessories Sales,243,Segment Net Sales
"segment,  net sales,  chemicalssales, aap, advance auto parts, automotive retailers",Segment Net Sales - Chemicals Sales,244,Segment Net Sales
"segment,  net sales,  eliminations, aap, advance auto parts, automotive retailers",Segment Net Sales - Eliminations,245,Segment Net Sales
"segment,  net sales,  enginemaintenancesales, aap, advance auto parts, automotive retailers",Segment Net Sales - Engine maintenance Sales,246,Segment Net Sales
"segment,  net sales,  guarantorsubsidiaries, aap, advance auto parts, automotive retailers",Segment Net Sales - Guarantor Subsidiaries,247,Segment Net Sales
"segment,  net sales,  nonguarantorsubsidiaries, aap, advance auto parts, automotive retailers",Segment Net Sales - Non-Guarantor Subsidiaries,248,Segment Net Sales
"segment,  net sales,  oilsales, aap, advance auto parts, automotive retailers",Segment Net Sales - Oil Sales,249,Segment Net Sales
"segment,  net sales,  othersales, aap, advance auto parts, automotive retailers",Segment Net Sales - Other Sales,250,Segment Net Sales
"segment,  net sales,  parts,  batteriessales, aap, advance auto parts, automotive retailers",Segment Net Sales - Parts and batteries Sales,251,Segment Net Sales
"stores,  branches,  closuresorconsolidations, aap, advance auto parts, automotive retailers",Stores and Branches - Closures or Consolidations,252,Stores and Branches
"stores,  branches,  new,  openings, aap, advance auto parts, automotive retailers",Stores and Branches - New Openings,253,Stores and Branches
"stores,  branches,  totalnumber, aap, advance auto parts, automotive retailers",Stores and Branches - Total Number,254,Stores and Branches
"sellingprice,  newvehicle,  sellingprice, abg, asbury automotive group , automotive retailers",Average selling price - New vehicle Average selling price,255,Average selling price
"sellingprice,  same,  storenewvehicle,  sellingprice, abg, asbury automotive group , automotive retailers",Average selling price - Same store New vehicle Average selling price,256,Average selling price
"sellingprice,  samestoreusedvehicles,  retail,  sellingprice, abg, asbury automotive group , automotive retailers",Average selling price - Same store Used vehicle retail Average selling price,257,Average selling price
"sellingprice,  usedvehicleretail,  sellingprice, abg, asbury automotive group , automotive retailers",Average selling price - Used vehicle retail Average selling price,258,Average selling price
"newvehicle,  samestore, abg, asbury automotive group , automotive retailers",No. of New vehicle sold - Same store,259,No. of New vehicle sold
"newvehicle,  totalcompany, abg, asbury automotive group , automotive retailers",No. of New vehicle sold - Total Company,260,No. of New vehicle sold
"usedvehicles,  retailsold,  samestore, abg, asbury automotive group , automotive retailers",No. of Used vehicle retail sold - Same store,261,No. of Used vehicle retail sold
"usedvehicles,  retailsold,  totalcompany, abg, asbury automotive group , automotive retailers",No. of Used vehicle retail sold - Total Company,262,No. of Used vehicle retail sold
"franchises,  franchises, abg, asbury automotive group , automotive retailers",Number of Franchises,263,Number of Franchises
"segment,  revenue,  finance,  insurance, abg, asbury automotive group , automotive retailers",Segment Revenue - Finance and insurance,264,Segment Revenue
"segment,  revenue,  newvehicle, abg, asbury automotive group , automotive retailers",Segment Revenue - New vehicle,265,Segment Revenue
"segment,  revenue,  parts,  service, abg, asbury automotive group , automotive retailers",Segment Revenue - Parts and service,266,Segment Revenue
"segment,  revenue,  usedvehicle, abg, asbury automotive group , automotive retailers",Segment Revenue - Used Vehicle,267,Segment Revenue
"subsegment,  revenue,  luxury,  newvehicle, abg, asbury automotive group , automotive retailers",Sub Segment Revenue - Luxury - New vehicle,268,Sub Segment Revenue
"subsegment,  revenue,  retail,  usedvehicle, abg, asbury automotive group , automotive retailers",Sub Segment Revenue - Retail - Used Vehicle,269,Sub Segment Revenue
"subsegment,  revenue,  wholesale,  usedvehicle, abg, asbury automotive group , automotive retailers",Sub Segment Revenue - Wholesale - Used Vehicle,270,Sub Segment Revenue
"volume,  newvehicle, abg, asbury automotive group , automotive retailers",Volume - New vehicle,271,Volume
"volume,  usedvehicleretail, abg, asbury automotive group , automotive retailers",Volume - Used vehicle retail,272,Volume
"revenue,  finance,  insurance,  net, an, autonation, automotive retailers","Revenue - Finance and insurance, net",273,Revenue
"revenue,  newvehicle, an, autonation, automotive retailers",Revenue - New vehicle,274,Revenue
"revenue,  other, an, autonation, automotive retailers",Revenue - Other,275,Revenue
"revenue,  parts,  service, an, autonation, automotive retailers",Revenue - Parts and service,276,Revenue
"revenue,  usedvehicle, an, autonation, automotive retailers",Revenue - Used vehicle,277,Revenue
"sales,  finance,  insurance,  net sales, an, autonation, automotive retailers","Sales by Type - Finance and insurance, net Sales",278,Sales by Type
"sales,  newvehicle,  sales, an, autonation, automotive retailers",Sales by Type - New vehicle Sales,279,Sales by Type
"sales,  othersales, an, autonation, automotive retailers",Sales by Type - Other Sales,280,Sales by Type
"sales,  parts,  servicesales, an, autonation, automotive retailers",Sales by Type - Parts and service Sales,281,Sales by Type
"sales,  usedvehiclesales, an, autonation, automotive retailers",Sales by Type - Used vehicle Sales,282,Sales by Type
"segment,  revenues,  corporate,  other, an, autonation, automotive retailers",Segment Revenues - Corporate and other,283,Segment Revenues
"segment,  revenues,  corporate,  other,  revenue, an, autonation, automotive retailers",Segment Revenues - Corporate and other Revenue,284,Segment Revenues
"segment,  revenues,  domestic, an, autonation, automotive retailers",Segment Revenues - Domestic,285,Segment Revenues
"segment,  revenues,  domesticrevenue, an, autonation, automotive retailers",Segment Revenues - Domestic Revenue,286,Segment Revenues
"segment,  revenues,  import, an, autonation, automotive retailers",Segment Revenues - Import,287,Segment Revenues
"segment,  revenues,  import,  revenue, an, autonation, automotive retailers",Segment Revenues - Import Revenue,288,Segment Revenues
"segment,  revenues,  premiumluxury, an, autonation, automotive retailers",Segment Revenues - Premium Luxury,289,Segment Revenues
"segment,  revenues,  premiumluxury,  revenue, an, autonation, automotive retailers",Segment Revenues - Premium Luxury Revenue,290,Segment Revenues
"vehiclessold,  total,  vehiclessold, an, autonation, automotive retailers",Vehicles sold - Total Vehicles sold,291,Vehicles sold
"vehiclessold,  newvehicle, an, autonation, automotive retailers",Vehicles sold - New vehicle,292,Vehicles sold
"vehiclessold,  usedvehicle, an, autonation, automotive retailers",Vehicles sold - Used vehicle,293,Vehicles sold
"domesticsales,  total,  domesticsales,  commercialsales, azo, autozone, automotive retailers",Domestic Commercial Sales - Total Domestic Commercial Sales,294,Domestic Commercial Sales
"sales,  average,  store,  sales,  average,  store, azo, autozone, automotive retailers",Sales per average store ,295,Sales per average store 
"segmentsales,  autopartslocations, azo, autozone, automotive retailers",Segment Sales - Auto Parts Locations,296,Segment Sales
"segmentsales,  net sales, azo, autozone, automotive retailers",Segment Sales - Net Sales,297,Segment Sales
