kpi_tags,kpi_name,kpi_id,kpi_category
"segment,  revenue,  othersales,  revenues, cvna, carvana co, automotive retailers",Segment Revenue - Other sales and revenues,326,Segment Revenue
"segment,  revenue,  usedvehiclesales,  net, cvna, carvana co, automotive retailers","Segment Revenue - Used vehicle sales, net",327,Segment Revenue
"segment,  revenue,  wholesalevehiclesales, cvna, carvana co, automotive retailers",Segment Revenue - Wholesale vehicle sales,328,Segment Revenue
"%reasecustomers, cvna, carvana co, automotive retailers",Vehicles Purchased - % Increase Customers,329,Vehicles Purchased
"grossprofit,  newvehicles, cwh, camping world holdings , automotive retailers",Average gross profit per unit - New vehicles,330,Average gross profit per unit
"grossprofit,  usedvehicles, cwh, camping world holdings , automotive retailers",Average gross profit per unit - Used vehicles,331,Average gross profit per unit
"sellingprice,  newvehicles, cwh, camping world holdings , automotive retailers",Average selling price - New vehicles,332,Average selling price
"sellingprice,  usedvehicles, cwh, camping world holdings , automotive retailers",Average selling price - Used vehicles,333,Average selling price
"customers,  activecustomers, cwh, camping world holdings , automotive retailers",Customers - Active Customers,334,Customers
"goodsamclub,  members,  goodsamclub,  members, cwh, camping world holdings , automotive retailers",Good Sam Club members,335,Good Sam Club members
"storelocations,  storelocations, cwh, camping world holdings , automotive retailers",Number of store locations,336,Number of store locations
"otherretail,  stores, cwh, camping world holdings , automotive retailers",Retail locations - Other retail stores,337,Retail locations
"rvdealerships, cwh, camping world holdings , automotive retailers",Retail locations - RV dealerships,338,Retail locations
"rvservice,  retailcenters, cwh, camping world holdings , automotive retailers",Retail locations - RV service & retail centers,339,Retail locations
"same,  storelocations,  same,  storelocations, cwh, camping world holdings , automotive retailers",Same store locations,340,Same store locations
"samestore,  unitsales,  newvehicles, cwh, camping world holdings , automotive retailers",Same store unit sales - New vehicles,341,Same store unit sales
"samestore,  unitsales,  usedvehicles, cwh, camping world holdings , automotive retailers",Same store unit sales - Used vehicles,342,Same store unit sales
"segment,  revenue,  goodsamservices,  plans,  revenue, cwh, camping world holdings , automotive retailers",Segment Revenue - Good Sam Services and Plans Revenue,343,Segment Revenue
"segment,  revenue,  rv,  outdoorretail,  revenue, cwh, camping world holdings , automotive retailers",Segment Revenue - RV and Outdoor Retail Revenue,344,Segment Revenue
"unitsales,  newvehicles, cwh, camping world holdings , automotive retailers",Unit sales - New vehicles,345,Unit sales
"unitsales,  newvehiclessales, cwh, camping world holdings , automotive retailers",Unit sales - New vehicles sales,346,Unit sales
"unitsales,  usedvehicles	sales, cwh, camping world holdings , automotive retailers",Unit sales - Used vehicles	sales,347,Unit sales
"unitsales,  usedvehicles, cwh, camping world holdings , automotive retailers",Unit sales - Used vehicles,348,Unit sales
"vehicle,  inventory,  perlocation,  newvehicle,  inventory,  dealerlocation, cwh, camping world holdings , automotive retailers",Vehicle inventory per location - New vehicle inventory per dealer location,349,Vehicle inventory per location
"vehicle,  inventory,  perlocation,  usedvehicleinventory,  dealerlocation, cwh, camping world holdings , automotive retailers",Vehicle inventory per location - Used vehicle inventory per dealer location,350,Vehicle inventory per location
"revenue,  advertisingcontributions, drvn, driven brands holdings , automotive retailers",Revenue by Type - Advertising contributions,351,Revenue by Type
"revenue,  company operated,  storesales, drvn, driven brands holdings , automotive retailers",Revenue by Type - Company-operated store sales,352,Revenue by Type
"revenue,  franchiseroyalties,  fees, drvn, driven brands holdings , automotive retailers",Revenue by Type - Franchise royalties and fees,353,Revenue by Type
"revenue,  independentlyoperated,  storesales, drvn, driven brands holdings , automotive retailers",Revenue by Type - Independently-operated store sales,354,Revenue by Type
"revenue,  supply,  other,  revenue, drvn, driven brands holdings , automotive retailers",Revenue by Type - Supply and other revenue,355,Revenue by Type
"same,  storesales,  carwash, drvn, driven brands holdings , automotive retailers",Same-Store Sales - Car Wash,356,Same-Store Sales
"same,  storesales,  maintenance, drvn, driven brands holdings , automotive retailers",Same-Store Sales - Maintenance,357,Same-Store Sales
"same,  storesales,  paint,  collision,  glass, drvn, driven brands holdings , automotive retailers","Same-Store Sales - Paint, Collision & Glass",358,Same-Store Sales
"same,  storesales,  platformservices, drvn, driven brands holdings , automotive retailers",Same-Store Sales - Platform Services,359,Same-Store Sales
"segment,  revenue,  carwash, drvn, driven brands holdings , automotive retailers",Segment Revenue - Car Wash,360,Segment Revenue
"segment,  revenue,  corporate,  other, drvn, driven brands holdings , automotive retailers",Segment Revenue - Corporate / Other,361,Segment Revenue
"segment,  revenue,  maintenance, drvn, driven brands holdings , automotive retailers",Segment Revenue - Maintenance,362,Segment Revenue
"segment,  revenue,  paint,  collision,  glass, drvn, driven brands holdings , automotive retailers","Segment Revenue - Paint, Collision & Glass",363,Segment Revenue
"segment,  revenue,  platformservices, drvn, driven brands holdings , automotive retailers",Segment Revenue - Platform Services,364,Segment Revenue
"store,  count,  carwash, drvn, driven brands holdings , automotive retailers",Store Count - Car Wash,365,Store Count
"store,  count,  maintenance, drvn, driven brands holdings , automotive retailers",Store Count - Maintenance,366,Store Count
"store,  count,  paint,  collision,  glass, drvn, driven brands holdings , automotive retailers","Store Count - Paint, Collision & Glass",367,Store Count
"store,  count,  platformservices, drvn, driven brands holdings , automotive retailers",Store Count - Platform Services,368,Store Count
"salesprice,  unitsold,  newvehicle,  retail, gpi, group 1 automotive, automotive retailers",Average sales price per unit sold - New vehicle retail,369,Average sales price per unit sold
"salesprice,  unitsold,  usedvehicleretail, gpi, group 1 automotive, automotive retailers",Average sales price per unit sold - Used vehicle retail,370,Average sales price per unit sold
"grossprofit,  newvehicle,  retailsales, gpi, group 1 automotive, automotive retailers",Gross profit per unit sold - New vehicle retail sales,371,Gross profit per unit sold
"grossprofit,  totalused, gpi, group 1 automotive, automotive retailers",Gross profit per unit sold - Total used,372,Gross profit per unit sold
"grossprofit,  usedvehicleretailsales, gpi, group 1 automotive, automotive retailers",Gross profit per unit sold - Used vehicle retail sales,373,Gross profit per unit sold
"grossprofit,  usedvehiclewholesalesales, gpi, group 1 automotive, automotive retailers",Gross profit per unit sold - Used vehicle wholesale sales,374,Gross profit per unit sold
"revenue,  geographicarea,  brazil,  revenue, gpi, group 1 automotive, automotive retailers",Revenue by geographic area - Brazil Revenue,375,Revenue by geographic area
"revenue,  geographicarea,  u.k.,  revenue, gpi, group 1 automotive, automotive retailers",Revenue by geographic area - U.K. Revenue,376,Revenue by geographic area
"revenue,  geographicarea,  us,  revenue, gpi, group 1 automotive, automotive retailers",Revenue by geographic area - U.S. Revenue,377,Revenue by geographic area
"segment,  revenue,  finance,  insurance,  other,  net, gpi, group 1 automotive, automotive retailers","Segment Revenue - Finance, insurance and other, net",378,Segment Revenue
"segment,  revenue,  newvehicle,  retailsales, gpi, group 1 automotive, automotive retailers",Segment Revenue - New vehicle retail sales,379,Segment Revenue
"segment,  revenue,  parts,  servicesales, gpi, group 1 automotive, automotive retailers",Segment Revenue - Parts and service sales,380,Segment Revenue
"segment,  revenue,  usedvehicleretailsales, gpi, group 1 automotive, automotive retailers",Segment Revenue - Used vehicle retail sales,381,Segment Revenue
"segment,  revenue,  usedvehiclewholesalesales, gpi, group 1 automotive, automotive retailers",Segment Revenue - Used vehicle wholesale sales,382,Segment Revenue
"unitssold,  retailnew,  vehiclessold, gpi, group 1 automotive, automotive retailers",Units sold - Retail new vehicles sold,383,Units sold
"unitssold,  retail,  usedvehicles, gpi, group 1 automotive, automotive retailers",Units sold - Retail used vehicles sold,384,Units sold
"unitssold,  wholesale,  usedvehicles, gpi, group 1 automotive, automotive retailers",Units sold - Wholesale used vehicles sold,385,Units sold
"revenue,  geographicarea,  international,  revenue, iaa, insurance auto auctions , automotive retailers",Revenue by geographic area - International Revenue,386,Revenue by geographic area
"revenue,  geographicarea,  unitedstates,  revenue, iaa, insurance auto auctions , automotive retailers",Revenue by geographic area - United States Revenue,387,Revenue by geographic area
"revenue,  segment,  service,  revenues, iaa, insurance auto auctions , automotive retailers",Revenue by Segment - Service revenues,388,Revenue by Segment
"revenue,  segment,  vehiclesales, iaa, insurance auto auctions , automotive retailers",Revenue by Segment - Vehicle sales,389,Revenue by Segment
"activedealers,  activedealers, kar, kar auction services, automotive retailers",Active dealers,390,Active dealers
"acresl,  site, kar, kar auction services, automotive retailers",Land - Acres of land per site,391,Land
"locations,  locations, kar, kar auction services, automotive retailers",Number of locations,392,Number of locations
"privatelabelwebsites, kar, kar auction services, automotive retailers",Private label websites,393,Private label websites
"saleusedvehicles, kar, kar auction services, automotive retailers",Sale of used vehicles,394,Sale of used vehicles
"segment,  revenue,  auctionfees, kar, kar auction services, automotive retailers",Segment Revenue - Auction fees,395,Segment Revenue
"segment,  revenue,  financerelated,  revenue, kar, kar auction services, automotive retailers",Segment Revenue - Finance-related revenue,396,Segment Revenue
"segment,  revenue,  purchasedvehiclesales, kar, kar auction services, automotive retailers",Segment Revenue - Purchased vehicle sales,397,Segment Revenue
"segment,  revenue,  service,  revenue, kar, kar auction services, automotive retailers",Segment Revenue - Service revenue,398,Segment Revenue
"vehicles,  vehiclesfloorplannedbyafc, kar, kar auction services, automotive retailers",Vehicles - Vehicles floorplanned by AFC,399,Vehicles
"sellingprice,  usedvehicles, kmx, carmax, automotive retailers",Average Selling Price - Used vehicles,400,Average Selling Price
"sellingprice,  wholesalevehicles, kmx, carmax, automotive retailers",Average Selling Price - Wholesale vehicles,401,Average Selling Price
"usedvehicles, kmx, carmax, automotive retailers",Average Selling Price for Used Behicles - Used Vehicles,402,Average Selling Price for Used Behicles
"wholesalevehicles, kmx, carmax, automotive retailers",Average Selling Price for Wholesale Vehicles - Wholesale Vehicles,403,Average Selling Price for Wholesale Vehicles
"interest,  feeome, kmx, carmax, automotive retailers",CarMax Auto Finance - Interest and fee income,404,CarMax Auto Finance
"interest,  feeome, kmx, carmax, automotive retailers",CarMax Auto Finance Interest and Fee Income - Interest and fee income,405,CarMax Auto Finance Interest and Fee Income
"segment,  revenue,  newvehicle,  sales, kmx, carmax, automotive retailers",Segment Revenue - New vehicle sales,406,Segment Revenue
"segment,  revenue,  othersales,  revenues, kmx, carmax, automotive retailers",Segment Revenue - Other sales and revenues,326,Segment Revenue
"segment,  revenue,  usedvehiclesales, kmx, carmax, automotive retailers",Segment Revenue - Used vehicle sales,407,Segment Revenue
"segment,  revenue,  wholesalevehiclesales, kmx, carmax, automotive retailers",Segment Revenue - Wholesale vehicle sales,328,Segment Revenue
"segmentvehicle,  unitsales,  totalsales,  newvehicles, kmx, carmax, automotive retailers",Segment Vehicle Unit Sales - Total new vehicle unit sales,408,Segment Vehicle Unit Sales
"segmentvehicle,  unitsales,  totalsales,  usedvehicles, kmx, carmax, automotive retailers",Segment Vehicle Unit Sales - Total used vehicle unit sales,409,Segment Vehicle Unit Sales
"segmentvehicle,  unitsales,  totalsales,  usedvehicles, kmx, carmax, automotive retailers",Segment Vehicle Unit Sales - Total used vehicle unit sales,409,Segment Vehicle Unit Sales
"segmentvehicle,  unitsales,  totalwholesalevehicle,  unitsales, kmx, carmax, automotive retailers",Segment Vehicle Unit Sales - Total wholesale vehicle unit sales,410,Segment Vehicle Unit Sales
"segmentvehicle,  unitsales,  totalwholesalevehicle,  unitsales, kmx, carmax, automotive retailers",Segment Vehicle Unit Sales - Total wholesale vehicle unit sales,410,Segment Vehicle Unit Sales
"vehicle,  saleschanges,  usedvehicle,  revenues, kmx, carmax, automotive retailers",Vehicle Sales Changes - Used vehicle revenues,411,Vehicle Sales Changes
"vehicle,  saleschanges,  usedvehicles, kmx, carmax, automotive retailers",Vehicle Sales Changes - Used vehicle units,412,Vehicle Sales Changes
"vehicle,  saleschanges,  wholesalevehicle,  revenues, kmx, carmax, automotive retailers",Vehicle Sales Changes - Wholesale vehicle revenues,413,Vehicle Sales Changes
"vehicle,  saleschanges,  wholesalevehicleunits, kmx, carmax, automotive retailers",Vehicle Sales Changes - Wholesale vehicle units,414,Vehicle Sales Changes
"grossprofit,  finance,  insurance,  grossprofit, lad, lithia motors, automotive retailers",Average gross profit per unit - Finance and insurance gross profit per unit,415,Average gross profit per unit
"grossprofit,  newvehicle,  retail,  grossprofit, lad, lithia motors, automotive retailers",Average gross profit per unit - New vehicle retail gross profit per unit,416,Average gross profit per unit
"grossprofit,  totalvehicle,  grossprofit, lad, lithia motors, automotive retailers",Average gross profit per unit - Total vehicle gross profit per unit,417,Average gross profit per unit
"grossprofit,  usedvehicleretail,  grossprofit, lad, lithia motors, automotive retailers",Average gross profit per unit - Used vehicle retail gross profit per unit,418,Average gross profit per unit
"drivewayshopunits, lad, lithia motors, automotive retailers",Driveway Shop units,419,Driveway Shop units
"unitsales,  ecommerceplatform,  unitsales, lad, lithia motors, automotive retailers",E-commerce platform Unit Sales,420,E-commerce platform Unit Sales
"newvehicle,  retail,  unitsales, lad, lithia motors, automotive retailers",Retail units sold - New vehicle retail unit sales,421,Retail units sold
"usedvehicleretail,  unitsales, lad, lithia motors, automotive retailers",Retail units sold - Used vehicle retail unit sales,422,Retail units sold
"segment,  revenue,  finance,  insurance,  revenue, lad, lithia motors, automotive retailers",Segment Revenue - Finance and insurance revenue,423,Segment Revenue
"segment,  revenue,  fleet,  revenue, lad, lithia motors, automotive retailers",Segment Revenue - Fleet and other revenue,424,Segment Revenue
"segment,  revenue,  newvehicle,  retail,  revenue, lad, lithia motors, automotive retailers",Segment Revenue - New vehicle retail revenue,425,Segment Revenue
"segment,  revenue,  service,  body,  parts,  revenue, lad, lithia motors, automotive retailers","Segment Revenue - Service, body and parts revenue",426,Segment Revenue
"segment,  revenue,  usedvehicleretail,  revenue, lad, lithia motors, automotive retailers",Segment Revenue - Used vehicle retail revenue,427,Segment Revenue
"segment,  revenue,  usedvehiclewholesale,  revenue, lad, lithia motors, automotive retailers",Segment Revenue - Used vehicle wholesale revenue,428,Segment Revenue
"unitsales,  newvehicle,  retail,  unitsales, lad, lithia motors, automotive retailers",Unit Sales - New vehicle retail unit sales,429,Unit Sales
"unitsales,  usedvehicleretail,  unitsales, lad, lithia motors, automotive retailers",Unit Sales - Used vehicle retail unit sales,430,Unit Sales
"comparable,  storesales,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",comparable store sales,431,comparable store sales
"comparable,  storesales,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",comparable store sales,431,comparable store sales
"comparable,  storesales,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",comparable store sales ,432,comparable store sales 
"revenue,  productgroup,  brakes, mnro, monro muffler brake , automotive retailers",Revenue by product group - Brakes,433,Revenue by product group
"revenue,  productgroup,  exhaust, mnro, monro muffler brake , automotive retailers",Revenue by product group - Exhaust,434,Revenue by product group
"revenue,  productgroup,  maintenance, mnro, monro muffler brake , automotive retailers",Revenue by product group - Maintenance,435,Revenue by product group
"revenue,  productgroup,  other, mnro, monro muffler brake , automotive retailers",Revenue by product group - Other,436,Revenue by product group
"revenue,  productgroup,  steering, mnro, monro muffler brake , automotive retailers",Revenue by product group - Steering,437,Revenue by product group
"revenue,  productgroup,  tires, mnro, monro muffler brake , automotive retailers",Revenue by product group - Tires,438,Revenue by product group
"segment,  comparable,  storesales,  alignments,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - alignments - Comparable Store Sales,439,Segment - comparable store sales
"segment,  comparable,  storesales,  alignments,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - alignments - Comparable Store Sales,439,Segment - comparable store sales
"segment,  comparable,  storesales,  alignments,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - alignments - Comparable Store Sales,439,Segment - comparable store sales
"segment,  comparable,  storesales,  brakes,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - brakes - comparable store sales,440,Segment - comparable store sales
"segment,  comparable,  storesales,  brakes,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - brakes - comparable store sales,440,Segment - comparable store sales
"segment,  comparable,  storesales,  brakes,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - brakes - comparable store sales,440,Segment - comparable store sales
"segment,  comparable,  storesales,  exhaust,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - exhaust -comparable store sales,441,Segment - comparable store sales
"segment,  comparable,  storesales,  exhaustcomparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - Exhaust-comparable store sales,442,Segment - comparable store sales
"segment,  comparable,  storesales,  exhaustcomparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - Exhaust-comparable store sales,442,Segment - comparable store sales
"segment,  comparable,  storesales,  frontend,  shocks,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - front end/shocks - comparable store sales,443,Segment - comparable store sales
"segment,  comparable,  storesales,  frontend,  shocks,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - front end/shocks - comparable store sales,443,Segment - comparable store sales
"segment,  comparable,  storesales,  frontend,  shocks,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - front end/shocks - comparable store sales,443,Segment - comparable store sales
"segment,  comparable,  storesales,  maintenanceservices,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - maintenance services - comparable store sales,444,Segment - comparable store sales
"segment,  comparable,  storesales,  maintenanceservices,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - maintenance services - comparable store sales,444,Segment - comparable store sales
"segment,  comparable,  storesales,  maintenanceservices,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - maintenance services - comparable store sales,444,Segment - comparable store sales
"segment,  comparable,  storesales,  tires,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - Tires - comparable store sales,445,Segment - comparable store sales
"segment,  comparable,  storesales,  tires,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - Tires - comparable store sales,445,Segment - comparable store sales
"segment,  comparable,  storesales,  tires,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales - Tires - comparable store sales,445,Segment - comparable store sales
"segment,  comparable,  storesales,  alignments,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales  - alignments - Comparable Store Sales,446,Segment - comparable store sales 
"segment,  comparable,  storesales,  brakes,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales  - brakes - comparable store sales ,447,Segment - comparable store sales 
"segment,  comparable,  storesales,  frontend,  shocks,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales  - front end/shocks - comparable store sales ,448,Segment - comparable store sales 
"segment,  comparable,  storesales,  maintenanceservices,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales  - maintenance services - comparable store sales ,449,Segment - comparable store sales 
"segment,  comparable,  storesales,  tires,  comparable,  storesales, mnro, monro muffler brake , automotive retailers",Segment - comparable store sales  - Tires - comparable store sales ,450,Segment - comparable store sales 
"store,  count,  store,  count, mnro, monro muffler brake , automotive retailers",Store count,451,Store count
"segmentsales,  sales, orly, o'reilly automotive, automotive retailers",Segment Sales - Sales,452,Segment Sales
"segmentsales,  sales,  weighted,  squarefoot, orly, o'reilly automotive, automotive retailers",Segment Sales - Sales per weighted-average square foot,453,Segment Sales
"segmentsales,  sales,  weightedaverage,  store, orly, o'reilly automotive, automotive retailers",Segment Sales - Sales per weighted-average store,454,Segment Sales
"segmentsales,  othersales,  salesadjustments, orly, o'reilly automotive, automotive retailers",Segment Sales  - Other sales and sales adjustments,455,Segment Sales 
"segmentsales,  sales,  DIY,  customers, orly, o'reilly automotive, automotive retailers",Segment Sales  - Sales to do-it-yourself customers,456,Segment Sales 
"segmentsales,  sales,  professionalserviceprovider,  customers, orly, o'reilly automotive, automotive retailers",Segment Sales  - Sales to professional service provider customers,457,Segment Sales 
"sales,  weighted,  squarefoot, orly, o'reilly automotive, automotive retailers",Store and Team Member Information - Sales per weighted-average square foot,458,Store and Team Member Information
"sales,  weightedaverage,  store, orly, o'reilly automotive, automotive retailers",Store and Team Member Information - Sales per weighted-average store,459,Store and Team Member Information
"square footage, orly, o'reilly automotive, automotive retailers",Store and Team Member Information - Square footage (in thousands),460,Store and Team Member Information
"store,  count,  endingtotal,  store,  count, orly, o'reilly automotive, automotive retailers",Store Count - Ending total store count,461,Store Count
"average,  grossprofit,  average,  grossprofit,  pernewtruckretail, pag, penske automotive group, automotive retailers",Average gross profit - Average gross profit per new truck retailed,462,Average gross profit
"average,  grossprofit,  average,  grossprofit,  pernewvehicle,  retail, pag, penske automotive group, automotive retailers",Average gross profit - Average gross profit per new vehicle retailed,463,Average gross profit
"average,  grossprofit,  average,  grossprofit,  perusedtruckretail, pag, penske automotive group, automotive retailers",Average gross profit - Average gross profit per used truck retailed,464,Average gross profit
"average,  grossprofit,  average,  grossprofit,  perusedvehicles,  retail, pag, penske automotive group, automotive retailers",Average gross profit - Average gross profit per used vehicle retailed,465,Average gross profit
"geographic,  revenue,  northamerica, pag, penske automotive group, automotive retailers",Geographic Revenue - North America,466,Geographic Revenue
"geographic,  revenue,  otherinternational, pag, penske automotive group, automotive retailers",Geographic Revenue - Other International,467,Geographic Revenue
"geographic,  revenue,  u.k., pag, penske automotive group, automotive retailers",Geographic Revenue - U.K.,468,Geographic Revenue
"revenue,  newretailsales,  revenue,  unit, pag, penske automotive group, automotive retailers",New retail sales revenue per unit,469,New retail sales revenue per unit
"newretail,  unitsales,  newretail,  unitsales, pag, penske automotive group, automotive retailers",New retail unit sales,470,New retail unit sales
"revenue,  segment,  commercialvehiclesaustralia,  powersystems, pag, penske automotive group, automotive retailers",Revenue by Segment - Commercial Vehicles Australia/Power Systems,471,Revenue by Segment
"revenue,  segment,  retailautomotive, pag, penske automotive group, automotive retailers",Revenue by Segment - Retail Automotive,472,Revenue by Segment
"revenue,  segment,  retailcommercialtrucks, pag, penske automotive group, automotive retailers",Revenue by Segment - Retail Commercial Trucks,473,Revenue by Segment
"samestore,  grossprofit,  samestore,  grossprofit,  pernewtruckretail, pag, penske automotive group, automotive retailers",Same-store average gross profit - Same-store average gross profit per new truck retailed,474,Same-store average gross profit
"samestore,  grossprofit,  samestore,  grossprofit,  pernewvehicle,  retail, pag, penske automotive group, automotive retailers",Same-store average gross profit - Same-store average gross profit per new vehicle retailed,475,Same-store average gross profit
"samestore,  grossprofit,  samestore,  grossprofit,  perusedtruckretail, pag, penske automotive group, automotive retailers",Same-store average gross profit - Same-store average gross profit per used truck retailed,476,Same-store average gross profit
"samestore,  grossprofit,  samestore,  grossprofit,  perusedvehicles,  retail, pag, penske automotive group, automotive retailers",Same-store average gross profit - Same-store average gross profit per used vehicle retailed,477,Same-store average gross profit
"same,  same,  storenewretailsales,  revenue,  unit, pag, penske automotive group, automotive retailers",Same-store new retail sales - Same-store new retail sales revenue per unit,478,Same-store new retail sales
"same,  storenewretail,  unitsales,  same,  storenewretail,  unitsales, pag, penske automotive group, automotive retailers",Same-store new retail unit sales,479,Same-store new retail unit sales
"samerevenue,  same,  storeusedretailsales,  revenue,  unit, pag, penske automotive group, automotive retailers",Same-store used retail sales revenue per unit,480,Same-store used retail sales revenue per unit
"sameunitsales,  same,  storeusedretail,  unitsales, pag, penske automotive group, automotive retailers",Same-store used retail unit sales,481,Same-store used retail unit sales
"revenue,  usedretailsales,  revenue,  unit, pag, penske automotive group, automotive retailers",Used retail sales revenue per unit,482,Used retail sales revenue per unit
"usedretail,  unitsales,  usedretail,  unitsales, pag, penske automotive group, automotive retailers",Used retail unit sales,483,Used retail unit sales
"absorptionratio, rusha, rush enterprises , automotive retailers",Absorption ratio,484,Absorption ratio
"segment,  revenue,  finance,  insurancesales, rusha, rush enterprises , automotive retailers",Segment Revenue - Finance and insurance Sales,485,Segment Revenue
"segment,  revenue,  lease,  rentalsales, rusha, rush enterprises , automotive retailers",Segment Revenue - Lease and rental Sales,486,Segment Revenue
"segment,  revenue,  new,  usedcommercialvehiclesales, rusha, rush enterprises , automotive retailers",Segment Revenue - New and used commercial vehicle sales,487,Segment Revenue
"segment,  revenue,  othersales, rusha, rush enterprises , automotive retailers",Segment Revenue - Other Sales,488,Segment Revenue
"segment,  revenue,  parts,  servicesales, rusha, rush enterprises , automotive retailers",Segment Revenue - Parts and service sales,380,Segment Revenue
"soldcommercialtrucks, rusha, rush enterprises , automotive retailers",sold  commercial trucks - sold commercial trucks,489,sold  commercial trucks
"subsegment,  revenue,  newheavydutyvehicles,  new,  usedcommercialvehiclesales, rusha, rush enterprises , automotive retailers",Sub-Segment Revenue - New heavy-duty vehicles - New and used commercial vehicle sales,490,Sub-Segment Revenue
"subsegment,  revenue,  newlightdutyvehicles,  new,  usedcommercialvehiclesales, rusha, rush enterprises , automotive retailers",Sub-Segment Revenue - New light-duty vehicles - New and used commercial vehicle sales,491,Sub-Segment Revenue
"subsegment,  revenue,  newmediumdutyvehicles(ludingbussales,  revenue),  new,  usedcommercialvehiclesales, rusha, rush enterprises , automotive retailers",Sub-Segment Revenue - New medium-duty vehicles (including bus sales revenue) - New and used commercial vehicle sales,492,Sub-Segment Revenue
"subsegment,  revenue,  othervehicles,  new,  usedcommercialvehiclesales, rusha, rush enterprises , automotive retailers",Sub-Segment Revenue - Other vehicles - New and used commercial vehicle sales,493,Sub-Segment Revenue
"subsegment,  revenue,  usedvehicles,  new,  usedcommercialvehiclesales, rusha, rush enterprises , automotive retailers",Sub-Segment Revenue - Used vehicles - New and used commercial vehicle sales,494,Sub-Segment Revenue
"grossprofit,  bysegment,  echoparksamemarkettotalusedvehiclesi, sah, sonic automotive, automotive retailers",Gross Profit Per Unit by segment - EchoPark Same Market-Total used vehicle and F&I,495,Gross Profit Per Unit by segment
"grossprofit,  bysegment,  echoparktotalusedvehiclesi, sah, sonic automotive, automotive retailers",Gross Profit Per Unit by segment - EchoPark-Total used vehicle and F&I,496,Gross Profit Per Unit by segment
"grossprofit,  bysegment,  franchiseddealershipssamestore,  usedvehicles, sah, sonic automotive, automotive retailers",Gross Profit Per Unit by segment - Franchised Dealerships Same Store - Used vehicles,497,Gross Profit Per Unit by segment
"grossprofit,  bysegment,  franchiseddealershipssamestore,  newvehicles, sah, sonic automotive, automotive retailers",Gross Profit Per Unit by segment - Franchised Dealerships Same Store -New vehicles,498,Gross Profit Per Unit by segment
"grossprofit,  bysegment,  franchiseddealershipsnewvehicles, sah, sonic automotive, automotive retailers",Gross Profit Per Unit by segment - Franchised Dealerships-New vehicles,499,Gross Profit Per Unit by segment
"grossprofit,  bysegment,  franchiseddealershipsusedvehicles, sah, sonic automotive, automotive retailers",Gross Profit Per Unit by segment - Franchised Dealerships-Used vehicles,500,Gross Profit Per Unit by segment
"franchiseddealerships, sah, sonic automotive, automotive retailers",Number of Franchised Dealerships,501,Number of Franchised Dealerships
"revenue,  segment,  echoparksegment,  revenues, sah, sonic automotive, automotive retailers",Revenue by Segment - EchoPark Segment revenues,502,Revenue by Segment
"revenue,  segment,  franchiseddealershipssegment,  revenues, sah, sonic automotive, automotive retailers",Revenue by Segment - Franchised Dealerships Segment revenues,503,Revenue by Segment
"revenue,  finance,  insurance,  other,  revenue, sah, sonic automotive, automotive retailers","Revenue by Type - Finance, insurance and other Revenue",504,Revenue by Type
"revenue,  parts,  service,  collisionrepair,  revenue, sah, sonic automotive, automotive retailers","Revenue by Type - Parts, service and collision repair Revenue",505,Revenue by Type
"revenue,  vehicles,  revenue, sah, sonic automotive, automotive retailers",Revenue by Type - Vehicles Revenue,506,Revenue by Type
"revenuesegment,  echopark,  wholesalevehicles, sah, sonic automotive, automotive retailers",Revenue per unit by segment - EchoPark -Wholesale vehicles,507,Revenue per unit by segment
